Wavelength (nm);Transmittance(%);Std.Dev.
190;0.0100171208271299;0.0109238896168636
191;0.0100000109795873;0.00496278286057495
192;0.0100000219591867;0.0118887325960891
193;0.0100000219591867;0.024484853090229
194;0.0100000219591867;0.0151241265939075
195;0.0100000219591867;0.00963901648696239
196;0.0100000219591867;0.00429410499153568
197;0.0100000219591867;0.00306902057762912
198;0.0100000219591867;0.0123037296969766
199;0.0100000219591867;0.0254676009292614
200;0.0100000219591867;0.0118621640403318
201;0.0100000219591867;0.0178531052372472
202;0.0100000219591867;0.0122648739836124
203;0.0100000219591867;0.0119352547134138
204;0.0100000219591867;0.00799422704918022
205;0.0100000219591867;0.00578206684569602
206;0.0100000219591867;0.0088338558021944
207;0.0100000219591867;0.0150022099825129
208;0.0100000219591867;0.0263322128854267
209;0.0100000219591867;0.0124803246414964
210;0.0100000219591867;0.0145766293870744
211;0.0100000219591867;0.0282123273860617
212;0.0100000219591867;0.0134815415435977
213;0.0100000219591867;0.00666169564039844
214;0.0100000219591867;0.0124462461692284
215;0.0100000219591867;0.00805810678905991
216;0.0100000219591867;0.0121930957635675
217;0.0100000219591867;0.0204137340272615
218;0.0100000219591867;0.0264847723249316
219;0.0100000219591867;0.0258008714429297
220;0.0100000219591867;0.0111667632967184
221;0.0100000219591867;0.00316545132967327
222;0.0100000219591867;0.00759595431946584
223;0.0100000219591867;0.015943864293572
224;0.0100000219591867;0.0116105628634043
225;0.0100000219591867;0.0142451299739376
226;0.0100000219591867;0.0197334333816467
227;0.0100000219591867;0.0207463001339949
228;0.0100000219591867;0.0103768539629138
229;0.0100000219591867;0.00467367554011745
230;0.0100000219591867;0.00419993214559395
231;0.0100000219591867;0.0114451165376584
232;0.0100000219591867;0.0212029786213497
233;0.0100000219591867;0.0101701426198005
234;0.0100000219591867;0.00445295527029918
235;0.0100000219591867;0.00418811728881213
236;0.0100000219591867;0.00709040491844136
237;0.0100000219591867;0.00670527220079479
238;0.0100000219591867;0.00594946773757774
239;0.0100000219591867;0.00876674712712919
240;0.0100000219591867;0.00980564734675819
241;0.0100000109795873;0.0119349026888874
242;0.0100025366049494;0.00485126579693302
243;0.0100000109795873;0.00645083786507526
244;0.0101083251454244;0.00432582711046227
245;0.0112892909034777;0.00739684420947525
246;0.0100000109795873;0.0139883729443741
247;0.0100336870714223;0.0172356621476579
248;0.0100000109795873;0.0120385029956173
249;0.0100000219591867;0.00924597108163785
250;0.0100000219591867;0.00516801905377048
251;0.0100000219591867;0.0113259201550618
252;0.0100000109795873;0.0250292396036248
253;0.0100455037854955;0.0207755294474953
254;0.0100000109795873;0.00900167560545001
255;0.0108260869755337;0.00388745924936567
256;0.0114021014661541;0.00682863628176657
257;0.0100000109795873;0.00505764739885801
258;0.0100665702110931;0.00382834125702301
259;0.0100000109795873;0.00646743349994767
260;0.0100192547399668;0.010469010414939
261;0.0100000109795873;0.00917613600758517
262;0.0103763387119546;0.00998366068525411
263;0.0102621551184201;0.0192724807397495
264;0.0100000109795873;0.00928329115648328
265;0.0100141297146294;0.0036655191480105
266;0.0100000109795873;0.00984659692176222
267;0.0100000219591867;0.0213554338427844
268;0.0100000219591867;0.0134235082976795
269;0.0100000219591867;0.00757195271858632
270;0.0100000219591867;0.0134418774919688
271;0.0100000219591867;0.0102466183827136
272;0.0100000219591867;0.0110223829944788
273;0.0100000219591867;0.00561048384785025
274;0.0100000219591867;0.00458851384190258
275;0.0100000219591867;0.00436082192407771
276;0.0100000219591867;0.00637134594872998
277;0.0100000219591867;0.0120213675606893
278;0.0100000219591867;0.00931939705189513
279;0.0100000109795873;0.0176832540217857
280;0.0100090183003097;0.0164385319573561
281;0.0100000109795873;0.0115707651323262
282;0.0102171842762405;0.00670841038472589
283;0.0113751048905397;0.0112892637186949
284;0.0100000109795873;0.0180320876237792
285;0.0100337641876969;0.0173516525613498
286;0.0100333345474291;0.00897990025471627
287;0.010545379881296;0.0142984808642322
288;0.0100638958196338;0.0253001428353364
289;0.0115226793929072;0.0141657928105481
290;0.0118327266315563;0.00725457277407541
291;0.0124210597081331;0.00651175611421298
292;0.0139247492717173;0.00876273050865146
293;0.0100000109795873;0.00510966590736064
294;0.0101907104041363;0.00630575315146921
295;0.0100000109795873;0.00809091108399621
296;0.0105481243157404;0.00794587234096019
297;0.0100000109795873;0.00441612165023008
298;0.0124976803999002;0.0151014858100654
299;0.0101123991222065;0.0253653908938472
300;0.016167574354648;0.0203269283707535
301;0.0115509519901968;0.0115943907537394
302;0.0109044881692976;0.00577518311156589
303;0.019464605473714;0.0187046581378909
304;0.0108533415161891;0.0224237399460046
305;0.0100000109795873;0.0162897013466464
306;0.0100256481985977;0.0237125356125314
307;0.0100000109795873;0.0217003899922823
308;0.0100000219591867;0.0195555249290454
309;0.0100000109795873;0.0202773231045536
310;0.0103102667419968;0.00941230210276627
311;0.014718316028904;0.00723036919781755
312;0.0101639145369619;0.00343430376117916
313;0.0138106754675044;0.00223671014186156
314;0.0100000109795873;0.001693347272378
315;0.0123277204681746;0.00545238670081735
316;0.0112174426035142;0.010192391194039
317;0.0100000109795873;0.00870863837544035
