Wavelength (nm);Transmittance(%);Std.Dev.
190;0.0100000109795873;0.010341308676295
191;0.0100308011456332;0.00719868531053479
192;0.0100506007267841;0.0112214227782926
193;0.0100000109795873;0.0117097666351402
194;0.0122063952639625;0.00676847240772027
195;0.0102163317407278;0.00412517055763372
196;0.0100000109795873;0.00472520773772733
197;0.010008732577829;0.00877507617660025
198;0.0100000109795873;0.00974314671139606
199;0.0100000219591867;0.0138728206031922
200;0.0100000219591867;0.0242437872483014
201;0.0100000219591867;0.0128690416427034
202;0.0100000219591867;0.00664056158597334
203;0.0100000219591867;0.00687417019046314
204;0.0100000219591867;0.015062754549349
205;0.0100000219591867;0.0238705094268275
206;0.0100000219591867;0.0132029227697231
207;0.0100000219591867;0.007693709518472
208;0.0100000219591867;0.00847202919367019
209;0.0100000219591867;0.0123781345480985
210;0.0100000219591867;0.026387456638537
211;0.0100000219591867;0.0248248000469644
212;0.0100000219591867;0.0189632407935408
213;0.0100000219591867;0.030485890859708
214;0.0100000219591867;0.0165067935068336
215;0.0100000219591867;0.0154469775377927
216;0.0100000219591867;0.0190428515475317
217;0.0100000219591867;0.0107532161076306
218;0.0100000219591867;0.00862768325073513
219;0.0100000219591867;0.0177918251538956
220;0.0100000219591867;0.0190980003787454
221;0.0100000219591867;0.01253756152889
222;0.0100000219591867;0.00574768497719837
223;0.0100000219591867;0.00912797004361289
224;0.0100000219591867;0.012905451686941
225;0.0100000219591867;0.00859103551694713
226;0.0100000219591867;0.0127936977175025
227;0.0100000219591867;0.00977652129044725
228;0.0100000219591867;0.0127819938959493
229;0.0100000219591867;0.0242364447925024
230;0.0100000219591867;0.0147265421321178
231;0.0100000219591867;0.00656382315438847
232;0.0100000219591867;0.0102570744204426
233;0.0100000219591867;0.0255614559519605
234;0.0100000219591867;0.0417453004666569
235;0.0100000219591867;0.039993848002607
236;0.0100000219591867;0.020359367678547
237;0.0100000219591867;0.0239739933133503
238;0.0100000219591867;0.0126041698546499
239;0.0100000219591867;0.00365254213853649
240;0.0100000219591867;0.00838588740085333
241;0.0100000219591867;0.0108145451303184
242;0.0100000219591867;0.00667322264844248
243;0.0100000219591867;0.00875081408129176
244;0.0100000219591867;0.0110161424893941
245;0.0100000219591867;0.0109699630377276
246;0.0100000109795873;0.0189926338801254
247;0.0100271013258365;0.0140589945890437
248;0.0100000109795873;0.00726328859227297
249;0.0105066058564171;0.0128747513197862
250;0.0120852290686606;0.0316793682417313
251;0.0100000109795873;0.019606322277955
252;0.0100768323184604;0.0153303155456738
253;0.0100000109795873;0.0266728505057453
254;0.0100000219591867;0.0158808207057083
255;0.0100000219591867;0.0149854836017448
256;0.0100000109795873;0.0293335999331541
257;0.0100487911269483;0.0157672077565053
258;0.0100000109795873;0.015760377166942
259;0.0109260362949781;0.00885761168911942
260;0.0109260362949781;0.00719919486589464
261;0.0100000109795873;0.005518795115049
262;0.0100487911269483;0.00529043209559184
263;0.0100000109795873;0.0143588123261586
264;0.0100000219591867;0.0239955805704121
265;0.0100000219591867;0.0164645903803826
266;0.0100000219591867;0.0237400090808916
267;0.0100000219591867;0.0174817402051285
268;0.0100000219591867;0.0276375458269821
269;0.0100000219591867;0.0150657082675909
270;0.0100000219591867;0.0140840660749314
271;0.0100000219591867;0.0131964873270446
272;0.0100000219591867;0.0214710430511851
273;0.0100000219591867;0.0182550537689785
274;0.0100000219591867;0.0134533079177524
275;0.0100000219591867;0.0211758709297766
276;0.0100000109795873;0.0142516439063433
277;0.0100000219591867;0.0165161029089192
278;0.0100484049740502;0.012973559938773
279;0.0119776474195394;0.0277933473270061
280;0.0100000109795873;0.0117625004018896
281;0.0100000109795873;0.00454977717942296
282;0.0107418551628897;0.00498586596173148
283;0.0164193106398263;0.00439023408902819
284;0.0119500359858904;0.00889752995080796
285;0.0122143318927324;0.0202949568953519
286;0.0100000109795873;0.0176204651755037
287;0.0100000109795873;0.0155182853696411
