Wavelength (nm);Transmittance(%);Std.Dev.
190;0.0100000109795873;0.0196479532741336
191;0.0101996655151848;0.0109123139643999
192;0.0100000109795873;0.00678740867017097
193;0.0167448861212907;0.0068979786671296
194;0.0108339349682789;0.00592607877342911
195;0.0100000109795873;0.00537895270111749
196;0.0122277635082867;0.00646701470426477
197;0.0101064829593546;0.00999865390410103
198;0.0100000109795873;0.00621807669818837
199;0.0100020094652525;0.00543512349990666
200;0.0100000219591867;0.0184586627708206
201;0.0100000219591867;0.0106765803693563
202;0.0100000219591867;0.00588160054117777
203;0.0100000219591867;0.00771942877197607
204;0.0100000219591867;0.0115969675559725
205;0.0100000219591867;0.0152792580876907
206;0.0100000219591867;0.00811861970511777
207;0.0100000219591867;0.00642618584446811
208;0.0100000219591867;0.00557712951300317
209;0.0100000219591867;0.00570069220452873
210;0.0100000219591867;0.00381219562193126
211;0.0100000219591867;0.0131430438677405
212;0.0100000219591867;0.0267606944711825
213;0.0100000219591867;0.0133331030934984
214;0.0100000219591867;0.00478666336796301
215;0.0100000219591867;0.00576911001305445
216;0.0100000219591867;0.0134331477286045
217;0.0100000219591867;0.0169349842401118
218;0.0100000219591867;0.00880748705124268
219;0.0100000219591867;0.00387892389014305
220;0.0100000219591867;0.00360039614005801
221;0.0100000219591867;0.00850491004477928
222;0.0100000219591867;0.0171004208681199
223;0.0100000219591867;0.00799232933982762
224;0.0100000219591867;0.00316896353214826
225;0.0100000219591867;0.00593295724554718
226;0.0100000219591867;0.00452057157788629
227;0.0100000219591867;0.00485004618480248
228;0.0100000219591867;0.00763499467189661
229;0.0100000219591867;0.0116557660283517
230;0.0100000219591867;0.0215316209025777
231;0.0100000219591867;0.0145469063603218
232;0.0100000219591867;0.00917724807087268
233;0.0100000219591867;0.00502978356931298
234;0.0100000219591867;0.0132353586730924
235;0.0100000219591867;0.0274784330295004
236;0.0100000219591867;0.0144797366330028
237;0.0100000219591867;0.0138442162171205
238;0.0100000219591867;0.0302600189827423
239;0.0100000219591867;0.0296004917110814
240;0.0100000219591867;0.0173973115116183
241;0.0100000219591867;0.0148130858235344
242;0.0100000219591867;0.013604003061599
243;0.0100000219591867;0.00651045345101644
244;0.0100000219591867;0.00418823801688725
245;0.0100000219591867;0.00411196888874735
246;0.0100000219591867;0.00617139540883295
247;0.0100000219591867;0.0100762408542252
248;0.0100000219591867;0.020919496398043
249;0.0100000219591867;0.0136713331366974
250;0.0100000219591867;0.00607777517121307
251;0.0100000219591867;0.00219825200901441
252;0.0100000219591867;0.00190871555498365
253;0.0100000219591867;0.0099851023734268
254;0.0100000219591867;0.0257883260413113
255;0.0100000219591867;0.0338001501813172
256;0.0100000219591867;0.0192738359841348
257;0.0100000109795873;0.0160837853263726
258;0.0100036019512207;0.0101117239437902
259;0.0100000109795873;0.0138835896491813
260;0.0100681287585714;0.0073187895843638
261;0.0100591234654666;0.00664201768000985
262;0.0100000109795873;0.00844068843835447
263;0.0100033163833578;0.00662062374396147
264;0.0100000109795873;0.00995141067753996
265;0.0100000219591867;0.00530236601361892
266;0.0100000219591867;0.0063158698028576
267;0.0100000219591867;0.0111370200297606
268;0.0100000219591867;0.00911444399683717
269;0.0100000219591867;0.0111613283785863
270;0.0100000219591867;0.0232482845402277
271;0.0100000219591867;0.0282661863431537
272;0.0100000219591867;0.0135566432049677
273;0.0100000219591867;0.00315344851338844
274;0.0100000219591867;0.00406515999167927
275;0.0100000219591867;0.0119199937509699
276;0.0100000219591867;0.024515892147215
277;0.0100000219591867;0.00889500311392066
278;0.0100000219591867;0.00842222709835758
279;0.0100000219591867;0.0100091772770798
280;0.0100000219591867;0.0171603985015482
281;0.0100000219591867;0.021684377144588
282;0.0100000219591867;0.012321470257942
283;0.0100000219591867;0.0157673227377994
284;0.0100000109795873;0.0103436553293284
285;0.0100858866867636;0.0120237132034934
286;0.0100000109795873;0.0172928144277505
287;0.0120028052791446;0.0107940013779322
288;0.0139624565280188;0.00747639214948094
289;0.0117486319015313;0.012979479265559
290;0.0144791079497598;0.0339513458809558
291;0.010142844851351;0.012889220492692
292;0.0100000109795873;0.00779113821255177
293;0.0159260263339647;0.00950916448064306
294;0.0157706210711007;0.0203516654970254
295;0.0100000109795873;0.0204991349346142
296;0.0102413877763141;0.0234376558504631
297;0.0100000109795873;0.0114380331994275
298;0.0100000109795873;0.00890998760032782
299;0.0104402431472103;0.010408794374244
300;0.0101499412315594;0.0125806109861387
301;0.0100000109795873;0.0145454999780657
302;0.0100077875538842;0.0274218751147534
303;0.0100000109795873;0.0134815267414376
304;0.0100000219591867;0.00567874194530829
305;0.0100000219591867;0.00586524383875088
306;0.0100000219591867;0.00452448467061513
307;0.0100000219591867;0.0082477586006187
308;0.0100000219591867;0.019763747780997
309;0.0100000219591867;0.00989291989345203
310;0.0100000219591867;0.0110845948135416
311;0.0100000219591867;0.0222267729814278
312;0.0100000219591867;0.0109905929817383
313;0.0100000219591867;0.00729996047677333
314;0.0100000109795873;0.00743977498654519
315;0.0100006697768897;0.00653428928443756
316;0.0100000109795873;0.00845409624599282
317;0.0100631997103253;0.00450013007990203
318;0.0100000109795873;0.00334432727054224
319;0.0109644679921578;0.00827846878584516
320;0.0113653299014025;0.0177115218936622
321;0.0100000109795873;0.0102201234280161
322;0.0100000109795873;0.00593704007186183
