# Various filters measured in 2007 (transmittances %)
Wavelength  rosco226	rosco00	PE	PET	solatrol	luminance	PETPET	PEPE	2rosco00	2rosco226	PEPET	PErosco226	PETrosco226	PETrosco00	2rosco
430	88.1	89	89.7	92.2	68.1	66.1	85.3	81.1	79.9	78	83.2	79.3	81	82.4	78.6
431	88	88.9	89.8	92.4	68.6	66.2	85.4	81.1	79.9	78.2	83.2	79.5	81.2	82.5	78.8
432	88	89	89.8	92.4	69	66.3	85.4	81.2	79.9	78.3	83.2	79.7	81.5	82.6	79
433	87.9	89	89.8	92.3	69.4	66.4	85.4	81.2	79.9	78.2	83.3	79.8	81.6	82.6	79.1
434	87.6	89	89.9	92.4	69.9	66.4	85.4	81.2	80	78	83.3	79.9	81.7	82.6	79.2
435	87.3	89	89.8	92.4	70.3	66.5	85.6	81.2	79.9	77.8	83.2	79.8	81.7	82.6	79.2
436	87.2	89	89.8	92.3	70.6	66.5	85.6	81.2	79.9	77.6	83.3	79.7	81.7	82.6	79.2
437	87.3	89	89.8	92.3	71	66.5	85.6	81.2	79.9	77.6	83.4	79.8	81.7	82.6	79.3
438	87.5	89.1	89.8	92.4	71.4	66.5	85.6	81.2	80	77.7	83.3	79.7	81.8	82.6	79.2
439	87.8	89.1	89.9	92.4	71.8	66.7	85.6	81.2	80	77.9	83.4	79.7	81.8	82.7	79.2
440	88.2	89.1	89.9	92.4	72.2	66.7	85.6	81.2	79.9	78.3	83.5	79.7	81.8	82.7	79.2
441	88.5	89	89.9	92.4	72.7	66.7	85.6	81.2	80	78.8	83.5	79.8	81.8	82.7	79.3
442	88.8	89.1	89.9	92.4	73.1	66.7	85.6	81.2	80	79.2	83.4	79.9	81.8	82.8	79.3
443	89	89.1	89.9	92.4	73.5	66.8	85.6	81.2	80.1	79.5	83.4	80	81.8	82.8	79.3
444	89.1	89.1	89.9	92.4	74	66.8	85.6	81.3	80.1	79.8	83.5	80.2	82	82.8	79.5
445	89	89.2	89.9	92.4	74.5	67	85.6	81.3	80.2	80	83.5	80.4	82.2	82.8	79.7
446	88.8	89.2	89.9	92.4	75	67	85.6	81.3	80.2	80	83.5	80.4	82.2	82.7	79.8
447	88.6	89.1	89.9	92.4	75.5	67	85.6	81.3	80.2	79.8	83.5	80.5	82.4	82.8	79.9
448	88.4	89.2	89.9	92.5	75.9	67.1	85.8	81.3	80.2	79.5	83.5	80.6	82.4	82.8	79.9
449	88.1	89.2	89.9	92.5	76.4	67.1	85.8	81.3	80.3	79.3	83.5	80.5	82.5	82.9	80
450	87.9	89.3	90	92.5	76.8	67.1	85.7	81.4	80.3	78.9	83.5	80.5	82.4	82.9	80
451	87.8	89.3	89.9	92.5	77.2	67.2	85.7	81.4	80.3	78.6	83.5	80.4	82.4	82.9	79.9
452	87.7	89.2	89.9	92.5	77.5	67.3	85.8	81.5	80.3	78.5	83.5	80.3	82.5	83	79.9
453	87.9	89.3	90	92.6	77.9	67.3	85.8	81.4	80.4	78.6	83.6	80.3	82.4	83	79.9
454	88.2	89.2	89.9	92.5	78.3	67.4	85.7	81.4	80.4	78.7	83.6	80.2	82.3	82.9	79.8
455	88.5	89.2	89.9	92.4	78.6	67.3	85.7	81.4	80.4	78.8	83.6	80.1	82.2	82.8	79.7
456	88.8	89.3	90	92.5	78.9	67.4	85.8	81.4	80.3	79.1	83.5	80.2	82.2	83	79.7
457	89.1	89.3	90	92.5	79.3	67.4	85.8	81.4	80.4	79.6	83.6	80.2	82.1	83	79.7
458	89.4	89.3	90	92.5	79.5	67.4	85.7	81.4	80.4	80	83.6	80.3	82.1	83	79.7
459	89.5	89.2	89.9	92.4	79.8	67.5	85.8	81.4	80.5	80.2	83.6	80.4	82.2	83	79.8
460	89.6	89.3	89.9	92.4	80.1	67.5	85.8	81.5	80.5	80.5	83.6	80.6	82.4	83	80
461	89.4	89.4	90	92.5	80.4	67.6	85.8	81.5	80.4	80.6	83.7	80.7	82.5	83	80.1
462	89.3	89.4	90.1	92.6	80.7	67.6	85.9	81.5	80.5	80.6	83.7	80.8	82.6	83.1	80.3
463	89	89.4	90.1	92.6	81	67.7	85.9	81.6	80.6	80.4	83.7	80.9	82.7	83.1	80.4
464	88.6	89.4	90.1	92.5	81.2	67.7	85.8	81.5	80.5	80.2	83.7	80.9	82.8	83.1	80.4
465	88.3	89.3	90	92.4	81.4	67.7	85.8	81.5	80.5	79.8	83.7	80.9	82.9	83	80.4
466	88.1	89.3	89.9	92.5	81.7	67.7	85.8	81.5	80.5	79.5	83.7	80.9	82.8	83	80.4
467	88	89.4	90	92.5	82	67.8	85.8	81.5	80.6	79.3	83.6	80.9	82.9	83	80.4
468	87.9	89.4	90	92.4	82.2	67.8	85.8	81.6	80.6	79	83.6	80.8	82.8	83.1	80.3
469	88	89.4	90	92.5	82.4	67.9	85.8	81.5	80.6	78.9	83.7	80.8	82.7	83.1	80.3
470	88.2	89.4	90	92.5	82.6	68	85.8	81.5	80.6	78.9	83.7	80.7	82.6	83.1	80.2
471	88.4	89.4	90	92.6	82.8	68	85.8	81.6	80.6	79	83.7	80.5	82.6	83.1	80.1
472	88.8	89.4	90.1	92.6	83	68	85.8	81.6	80.6	79.2	83.6	80.4	82.5	83.1	80.1
473	89.1	89.4	90	92.5	83.2	68	85.8	81.6	80.6	79.5	83.7	80.4	82.4	83.1	80
474	89.4	89.4	90	92.5	83.3	68.1	85.8	81.6	80.7	79.9	83.7	80.4	82.3	83.2	80
475	89.7	89.4	90	92.5	83.4	68.2	85.9	81.7	80.7	80.2	83.7	80.5	82.3	83.1	80
476	89.9	89.5	90.1	92.5	83.6	68.2	85.8	81.7	80.7	80.5	83.7	80.5	82.4	83.2	80
477	89.9	89.5	90.1	92.6	83.8	68.2	85.8	81.7	80.7	80.7	83.8	80.7	82.5	83.2	80.2
478	89.9	89.5	90	92.6	83.9	68.2	85.8	81.6	80.8	80.9	83.7	80.8	82.6	83.2	80.3
479	89.7	89.5	90.1	92.4	84	68.3	85.8	81.6	80.8	80.9	83.7	80.9	82.7	83.2	80.3
480	89.5	89.5	90.2	92.4	84	68.3	85.8	81.6	80.8	80.8	83.8	81	82.8	83.2	80.4
481	89.1	89.5	90.1	92.5	84.2	68.4	85.8	81.6	80.8	80.7	83.8	81.2	82.9	83.2	80.6
482	88.7	89.5	90	92.5	84.3	68.4	85.8	81.6	80.8	80.5	83.8	81.2	83	83.2	80.7
483	88.4	89.4	90.1	92.5	84.4	68.4	85.8	81.7	80.8	80.2	83.8	81.3	83.1	83.2	80.7
484	88.2	89.4	90.2	92.4	84.5	68.5	85.7	81.6	80.7	79.8	83.8	81.3	83.1	83.2	80.8
485	88.1	89.5	90.2	92.5	84.5	68.5	85.8	81.6	80.8	79.5	83.8	81.2	83.1	83.1	80.7
486	88.1	89.5	90.1	92.5	84.7	68.5	85.7	81.6	80.8	79.3	83.7	81.1	83.1	83.2	80.7
487	88.1	89.6	90.1	92.5	84.7	68.6	85.7	81.6	80.8	79.2	83.8	81	83	83.2	80.7
488	88.3	89.6	90.1	92.4	84.8	68.6	85.8	81.8	80.8	79.2	83.7	81	82.9	83.2	80.6
489	88.5	89.7	90.2	92.5	84.9	68.7	85.8	81.7	80.9	79.3	83.8	80.9	82.8	83.1	80.5
490	88.8	89.6	90.1	92.5	85	68.7	85.8	81.8	80.9	79.5	83.8	80.8	82.6	83.2	80.4
491	89.2	89.7	90.2	92.5	85	68.7	85.8	81.8	80.9	79.7	83.8	80.7	82.5	83.2	80.4
492	89.4	89.7	90.2	92.5	85	68.7	85.7	81.7	80.9	79.8	83.8	80.6	82.3	83.2	80.3
493	89.7	89.6	90.1	92.5	85.1	68.8	85.7	81.7	80.8	80.1	83.7	80.6	82.3	83.2	80.2
494	89.8	89.5	90.1	92.5	85.2	68.8	85.6	81.7	80.9	80.5	83.8	80.6	82.3	83.2	80.2
495	90.1	89.6	90.2	92.4	85.3	68.8	85.7	81.8	80.9	80.9	83.8	80.8	82.4	83.3	80.2
496	90.2	89.7	90.2	92.5	85.4	68.9	85.7	81.8	80.9	81.1	83.8	81	82.5	83.3	80.3
497	90.1	89.6	90.1	92.5	85.5	68.9	85.7	81.9	80.9	81.3	83.8	81.1	82.6	83.3	80.4
498	89.9	89.6	90.1	92.4	85.5	68.9	85.7	81.8	80.9	81.3	83.8	81.2	82.7	83.3	80.5
499	89.7	89.5	90.2	92.4	85.5	68.9	85.6	81.8	80.9	81.2	83.8	81.3	82.9	83.2	80.6
500	89.4	89.6	90.1	92.3	85.6	68.9	85.6	81.9	80.9	81.1	83.8	81.4	83	83.2	80.8
501	89	89.6	90.1	92.3	85.6	68.9	85.7	81.8	81	80.9	83.9	81.5	83	83.2	80.9
502	88.8	89.6	90.1	92.4	85.7	69	85.7	81.8	81	80.8	83.9	81.6	83.2	83.1	80.9
503	88.6	89.6	90.2	92.6	85.7	69	85.6	81.8	81	80.5	83.9	81.5	83.2	83.2	81.1
504	88.4	89.7	90.2	92.5	85.8	69.1	85.6	81.8	81	80.3	83.8	81.6	83.3	83.2	81.2
505	88.3	89.7	90.1	92.4	85.9	69.1	85.6	81.9	81	80.1	83.8	81.6	83.4	83.2	81.2
506	88.3	89.7	90.2	92.4	85.9	69.1	85.7	81.9	81.1	79.9	83.9	81.6	83.3	83.3	81.2
507	88.4	89.8	90.3	92.4	85.9	69.2	85.7	81.9	81.1	79.8	83.9	81.6	83.4	83.3	81.1
508	88.5	89.7	90.3	92.5	86	69.2	85.6	82	81.1	79.8	83.9	81.4	83.3	83.3	81.1
509	88.7	89.6	90.2	92.4	85.9	69.2	85.6	81.9	81	79.7	83.8	81.2	83	83.3	80.9
510	88.9	89.6	90.2	92.3	85.9	69.2	85.6	81.8	81	79.7	83.8	81.1	82.9	83.3	80.8
511	89.1	89.6	90.2	92.4	85.9	69.2	85.6	81.8	81	79.9	83.7	81	82.8	83.2	80.7
512	89.4	89.7	90.2	92.4	86	69.3	85.6	81.8	80.9	80.1	83.7	80.9	82.6	83.2	80.6
513	89.7	89.8	90.2	92.4	86	69.3	85.6	81.8	81	80.3	83.8	80.8	82.6	83.2	80.5
514	90	89.7	90.2	92.4	86.1	69.4	85.6	81.9	81.1	80.6	83.8	80.9	82.5	83.2	80.6
515	90.1	89.7	90.2	92.3	86.1	69.4	85.6	82	81.1	80.8	83.8	80.9	82.5	83.2	80.5
516	90.3	89.7	90.3	92.3	86.1	69.3	85.5	82	81.1	81.1	83.8	80.9	82.4	83.2	80.5
517	90.4	89.7	90.3	92.3	86.2	69.4	85.5	82	81.1	81.3	83.8	81.1	82.5	83.3	80.6
518	90.3	89.7	90.3	92.4	86.2	69.5	85.5	82	81.2	81.5	83.8	81.2	82.6	83.3	80.7
519	90.2	89.7	90.2	92.4	86.2	69.5	85.5	81.9	81.2	81.5	83.8	81.3	82.7	83.3	80.8
520	90	89.8	90.3	92.4	86.2	69.6	85.5	82	81.2	81.6	83.8	81.4	82.8	83.3	80.9
521	89.7	89.7	90.3	92.3	86.2	69.6	85.5	81.9	81.1	81.6	83.8	81.5	82.9	83.3	81
522	89.5	89.8	90.2	92.3	86.3	69.6	85.6	81.9	81.2	81.5	83.8	81.7	83.1	83.3	81.1
523	89.2	89.8	90.3	92.4	86.3	69.6	85.5	82	81.2	81.3	83.8	81.8	83.2	83.3	81.2
524	89	89.8	90.3	92.4	86.3	69.6	85.5	82	81.2	81.1	83.8	81.8	83.3	83.3	81.3
525	88.8	89.8	90.3	92.3	86.3	69.6	85.5	82	81.2	80.9	83.8	81.8	83.4	83.2	81.4
526	88.6	89.8	90.3	92.3	86.3	69.7	85.5	82	81.3	80.6	83.8	81.8	83.4	83.3	81.4
527	88.4	89.8	90.3	92.3	86.4	69.7	85.5	82.1	81.3	80.3	83.8	81.8	83.4	83.3	81.5
528	88.4	89.8	90.4	92.3	86.4	69.7	85.5	82.1	81.2	80.2	83.8	81.8	83.4	83.3	81.4
529	88.5	89.9	90.4	92.3	86.4	69.8	85.4	82.1	81.2	80.1	83.9	81.8	83.4	83.3	81.4
530	88.7	89.9	90.3	92.3	86.4	69.9	85.5	82.1	81.3	80.1	83.8	81.7	83.3	83.2	81.4
531	88.9	89.9	90.4	92.4	86.5	69.9	85.5	82.1	81.3	80	83.7	81.6	83.3	83.3	81.3
532	89.1	89.9	90.4	92.3	86.4	69.8	85.5	82.1	81.3	80.1	83.7	81.4	83.2	83.3	81.1
533	89.3	89.9	90.4	92.4	86.3	69.8	85.4	82.1	81.3	80.2	83.7	81.3	83.1	83.4	81
534	89.7	89.8	90.5	92.2	86.3	69.9	85.4	82.1	81.4	80.3	83.8	81.3	82.9	83.4	80.9
535	89.9	89.8	90.4	92.2	86.3	70	85.3	82	81.3	80.4	83.7	81.2	82.9	83.3	80.9
536	90.1	90	90.4	92.3	86.3	70	85.3	82	81.3	80.7	83.7	81.1	82.7	83.3	80.7
537	90.3	90	90.4	92.3	86.5	70	85.3	82	81.3	81	83.8	81.1	82.6	83.3	80.7
538	90.6	89.9	90.3	92.3	86.5	70	85.4	82.2	81.4	81.2	83.8	81	82.5	83.4	80.7
539	90.5	89.9	90.4	92.3	86.6	70.1	85.4	82.1	81.4	81.4	83.9	81	82.5	83.3	80.7
540	90.4	89.8	90.4	92.2	86.5	70.1	85.4	82.1	81.4	81.5	83.8	81.1	82.5	83.3	80.8
541	90.4	89.9	90.4	92.2	86.5	70.1	85.5	82.2	81.4	81.8	83.8	81.2	82.4	83.2	80.9
542	90.2	89.9	90.5	92.2	86.4	70.1	85.4	82.2	81.4	81.8	83.8	81.4	82.6	83.2	80.9
543	90.1	90	90.4	92.3	86.4	70.1	85.4	82.2	81.5	81.7	83.8	81.4	82.8	83.3	80.9
544	89.8	89.9	90.4	92.2	86.4	70.2	85.3	82.1	81.4	81.6	83.8	81.5	82.8	83.2	81
545	89.6	89.9	90.4	92.2	86.4	70.2	85.3	82.1	81.4	81.5	83.8	81.7	82.9	83.3	81.3
546	89.4	90	90.4	92.3	86.3	70.2	85.3	82.2	81.5	81.5	83.7	81.8	83	83.4	81.4
547	89.1	89.9	90.4	92.2	86.2	70.2	85.3	82.2	81.4	81.3	83.8	81.9	83.1	83.3	81.4
548	88.9	90.1	90.4	92.1	86.3	70.2	85.2	82.2	81.4	81.1	83.8	82	83.2	83.3	81.6
549	88.7	90	90.4	92.1	86.3	70.3	85.3	82.2	81.4	80.9	83.7	82.1	83.3	83.3	81.7
550	88.5	89.8	90.3	92.1	86.2	70.3	85.2	82.2	81.4	80.7	83.8	82.1	83.4	83.3	81.7
551	88.2	89.9	90.3	92.1	86.1	70.3	85.1	82.2	81.4	80.6	83.8	82.1	83.4	83.3	81.7
552	88.4	89.9	90.2	92.1	86.1	70.4	85.2	82.1	81.5	80.5	83.9	82	83.5	83.2	81.7
553	88.6	90	90.3	92.1	86.1	70.3	85.2	82.2	81.5	80.4	83.9	82	83.4	83.3	81.6
554	88.7	90	90.4	92.2	86	70.4	85.2	82.2	81.4	80.3	83.8	82	83.3	83.3	81.6
555	88.8	90	90.5	92.2	86	70.5	85.3	82.2	81.5	80.1	83.7	81.9	83.3	83.2	81.5
556	89	89.9	90.5	92.2	86	70.5	85.2	82.2	81.5	80.2	83.8	81.6	83.1	83.3	81.4
557	89.2	89.9	90.4	92.2	86	70.5	85.2	82.2	81.5	80.3	83.8	81.5	83	83.3	81.2
558	89.4	90	90.4	92.1	86	70.5	85.2	82.3	81.5	80.3	83.8	81.4	82.9	83.3	81.1
559	89.7	89.9	90.4	92	85.8	70.6	85.1	82.3	81.5	80.5	83.7	81.4	82.8	83.2	81
560	90	89.9	90.3	92	85.8	70.7	85.1	82.2	81.6	80.7	83.7	81.3	82.7	83.2	81
561	90.2	89.9	90.3	92.1	85.7	70.7	85.1	82.2	81.5	80.8	83.8	81.2	82.7	83.2	80.9
562	90.3	89.9	90.4	92.1	85.8	70.7	85.1	82.2	81.6	81	83.7	81.1	82.6	83.3	80.9
563	90.5	89.9	90.4	92.1	85.8	70.7	85.1	82.3	81.6	81.1	83.8	81.1	82.5	83.3	80.8
564	90.7	90	90.4	92.1	85.7	70.7	85.1	82.4	81.5	81.3	83.8	81.2	82.5	83.2	80.8
565	90.6	90	90.4	92.2	85.7	70.8	85.1	82.3	81.6	81.4	83.8	81.2	82.5	83.3	80.8
566	90.7	90	90.5	92.2	85.7	70.8	85.1	82.3	81.6	81.6	83.8	81.2	82.5	83.3	80.9
567	90.6	90	90.5	92.1	85.7	70.8	85.1	82.3	81.6	81.7	83.8	81.3	82.6	83.3	80.9
568	90.3	90.1	90.5	92.1	85.6	70.9	85.1	82.4	81.6	81.7	83.8	81.5	82.6	83.3	80.9
569	90.2	90	90.5	92.1	85.5	70.9	85	82.3	81.6	81.7	83.8	81.6	82.7	83.3	81.1
570	89.9	90	90.5	92.1	85.5	70.9	85	82.4	81.6	81.7	83.8	81.7	82.8	83.3	81.3
571	89.7	90	90.4	92	85.4	70.9	85	82.3	81.6	81.6	83.8	81.8	83	83.3	81.3
572	89.4	90	90.4	92	85.3	70.9	85	82.3	81.6	81.5	83.7	81.9	83.1	83.2	81.4
573	89.1	90	90.5	92	85.3	70.9	85	82.3	81.6	81.4	83.7	82	83.1	83.3	81.5
574	89	90	90.5	92	85.3	71	85	82.3	81.6	81.3	83.7	82.1	83.1	83.2	81.7
575	88.8	90	90.5	92	85.2	71	85	82.4	81.6	81.1	83.8	82.3	83.3	83.2	81.8
576	88.6	90	90.5	91.9	85.1	71	84.9	82.3	81.7	81	83.8	82.3	83.4	83.2	81.8
577	88.5	90	90.5	92	85.1	71.1	84.9	82.3	81.6	80.9	83.7	82.3	83.5	83.2	81.9
578	88.5	90	90.6	92	85	71.1	84.9	82.4	81.7	80.7	83.8	82.3	83.5	83.3	81.9
579	88.5	90	90.5	92.1	84.9	71.1	84.9	82.4	81.7	80.6	83.8	82.3	83.5	83.3	81.9
580	88.6	90	90.5	92	84.8	71.1	84.9	82.3	81.7	80.6	83.8	82.3	83.4	83.2	81.9
581	88.7	90	90.5	91.9	84.7	71.1	84.9	82.3	81.6	80.5	83.8	82.2	83.4	83.2	81.8
582	88.8	90	90.4	91.9	84.6	71.1	84.9	82.3	81.6	80.4	83.7	82.1	83.3	83.3	81.7
583	89	90.1	90.5	92	84.5	71.2	84.9	82.3	81.7	80.4	83.8	82	83.2	83.3	81.7
584	89.3	90.1	90.6	92	84.4	71.3	84.9	82.4	81.8	80.5	83.8	81.9	83.1	83.3	81.7
585	89.5	90.2	90.6	92	84.3	71.3	84.9	82.4	81.7	80.6	83.9	81.8	83	83.3	81.5
586	89.8	90.1	90.6	92	84.1	71.3	84.8	82.4	81.8	80.7	83.8	81.7	82.8	83.3	81.3
587	90	90.1	90.6	92	83.9	71.3	84.8	82.4	81.8	80.7	83.8	81.6	82.7	83.2	81.3
588	90.2	90	90.6	92	83.7	71.3	84.8	82.4	81.8	80.8	83.8	81.4	82.5	83.2	81.2
589	90.4	90	90.5	91.8	83.5	71.3	84.8	82.4	81.7	80.9	83.7	81.3	82.4	83.2	81
590	90.5	90	90.5	91.8	83.3	71.3	84.8	82.4	81.7	81	83.6	81.2	82.3	83.2	80.9
591	90.7	90	90.5	91.9	83.1	71.4	84.8	82.4	81.8	81.2	83.7	81.2	82.3	83.2	80.9
592	90.8	90.1	90.5	91.9	83	71.4	84.8	82.5	81.8	81.4	83.8	81.3	82.2	83.3	80.9
593	90.8	90.1	90.6	92	82.7	71.5	84.8	82.5	81.9	81.5	83.8	81.3	82.2	83.3	80.9
594	90.7	90.2	90.6	92	82.4	71.5	84.8	82.5	81.8	81.6	83.8	81.3	82.2	83.2	81
595	90.7	90.1	90.6	92	82.1	71.5	84.8	82.6	81.8	81.7	83.7	81.4	82.2	83.2	81
596	90.6	90.1	90.6	92	81.8	71.5	84.8	82.5	81.8	81.7	83.8	81.5	82.4	83.3	81.1
597	90.4	90.1	90.6	91.9	81.4	71.6	84.7	82.5	81.9	81.8	83.8	81.6	82.5	83.3	81.2
598	90.2	90.1	90.6	91.9	81	71.6	84.7	82.5	81.9	81.8	83.7	81.7	82.6	83.3	81.3
599	89.9	90.1	90.6	91.8	80.7	71.6	84.7	82.5	81.9	81.7	83.7	81.8	82.7	83.2	81.4
600	89.7	90.1	90.6	91.8	80.3	71.6	84.7	82.5	81.8	81.6	83.7	81.9	82.7	83.2	81.4
601	89.5	90.1	90.6	91.8	79.9	71.6	84.7	82.5	81.8	81.6	83.7	82	82.8	83.2	81.6
602	89.3	90	90.6	91.8	79.5	71.7	84.6	82.5	81.9	81.5	83.6	82.2	83	83.2	81.7
603	89.1	90	90.6	91.8	79.1	71.7	84.5	82.5	81.9	81.5	83.6	82.3	83.1	83.3	81.8
604	88.9	90.1	90.6	91.8	78.7	71.7	84.6	82.5	81.9	81.4	83.7	82.4	83.3	83.3	81.9
605	88.8	90.1	90.6	91.8	78.4	71.8	84.6	82.5	81.9	81.2	83.6	82.4	83.4	83.3	82
606	88.7	90.1	90.6	91.8	78	71.8	84.7	82.5	81.9	81.1	83.6	82.5	83.5	83.2	82.1
607	88.6	90.2	90.6	91.8	77.7	71.7	84.8	82.5	81.9	81	83.6	82.6	83.5	83.2	82.1
608	88.7	90.2	90.6	91.8	77.5	71.7	84.7	82.5	81.9	81	83.6	82.7	83.6	83.2	82.1
609	88.7	90.1	90.6	91.9	77.2	71.8	84.7	82.5	81.9	80.9	83.7	82.6	83.6	83.2	82.1
610	88.8	90.1	90.6	91.8	76.9	71.8	84.6	82.6	81.9	80.9	83.7	82.5	83.6	83.2	82.2
611	88.9	90.1	90.6	91.8	76.7	71.9	84.6	82.6	81.9	80.9	83.7	82.5	83.5	83.3	82.2
612	89.1	90.2	90.6	91.8	76.5	71.9	84.6	82.6	81.9	80.9	83.7	82.4	83.5	83.3	82.1
613	89.2	90.1	90.6	91.8	76.3	71.9	84.5	82.6	81.9	80.9	83.7	82.3	83.4	83.2	82
614	89.4	90.1	90.7	91.8	76.2	72	84.6	82.5	81.9	80.9	83.7	82.2	83.4	83.2	81.9
615	89.7	90.1	90.7	91.9	76	72	84.6	82.6	81.9	80.9	83.7	82.2	83.2	83.2	81.8
616	89.9	90.1	90.7	91.8	75.9	72	84.6	82.6	81.9	80.9	83.7	82.1	83	83.2	81.7
617	90.1	90.1	90.6	91.7	75.7	72	84.6	82.6	81.9	81	83.7	81.9	82.9	83.2	81.6
618	90.4	90.1	90.6	91.7	75.6	72	84.5	82.6	81.9	81.2	83.7	81.8	82.8	83.2	81.5
619	90.5	90.1	90.6	91.8	75.5	72.1	84.5	82.6	81.9	81.2	83.7	81.7	82.7	83.2	81.4
620	90.6	90.1	90.6	91.8	75.3	72.1	84.4	82.6	81.9	81.3	83.7	81.6	82.6	83.2	81.3
621	90.8	90.1	90.6	91.8	75	72.1	84.5	82.6	81.9	81.4	83.7	81.5	82.5	83.2	81.2
622	90.9	90.2	90.6	91.9	74.9	72.2	84.5	82.7	82	81.5	83.7	81.5	82.4	83.3	81.2
623	91	90.2	90.6	91.8	74.7	72.2	84.5	82.7	82.1	81.7	83.7	81.5	82.3	83.3	81.2
624	90.9	90.2	90.6	91.7	74.3	72.2	84.5	82.6	82	81.7	83.6	81.4	82.1	83.1	81.1
625	90.9	90.1	90.6	91.7	74	72.2	84.5	82.7	82	81.7	83.7	81.5	82.1	83.1	81.1
626	90.9	90.2	90.7	91.8	73.8	72.4	84.5	82.7	82	81.8	83.7	81.5	82.3	83.2	81.1
627	90.8	90.2	90.6	91.8	73.5	72.4	84.5	82.7	82.1	81.8	83.7	81.6	82.2	83.3	81.2
628	90.7	90.2	90.6	91.7	73.1	72.3	84.5	82.7	82.1	81.9	83.7	81.6	82.3	83.2	81.2
629	90.5	90.2	90.6	91.7	72.7	72.3	84.5	82.7	82.1	81.9	83.7	81.7	82.3	83.1	81.3
630	90.3	90.2	90.6	91.7	72.3	72.3	84.4	82.7	82	81.9	83.7	81.8	82.3	83.1	81.4
631	90.1	90.2	90.7	91.7	71.9	72.3	84.4	82.7	82	81.9	83.7	81.9	82.4	83.2	81.5
632	89.9	90.1	90.7	91.6	71.4	72.4	84.4	82.6	82	81.9	83.7	82	82.5	83.2	81.6
633	89.6	90.1	90.7	91.6	70.9	72.4	84.4	82.6	82	81.8	83.6	82.2	82.6	83.1	81.7
634	89.4	90.2	90.7	91.5	70.5	72.4	84.4	82.6	82	81.8	83.7	82.3	82.7	83.1	81.8
635	89.3	90.2	90.7	91.7	70	72.5	84.5	82.7	82.1	81.7	83.7	82.4	82.9	83.2	82
636	89.2	90.2	90.7	91.8	69.5	72.5	84.6	82.8	82.1	81.7	83.7	82.6	83.1	83.2	82
637	89	90.3	90.8	91.7	68.8	72.6	84.5	82.7	82	81.5	83.7	82.7	83.2	83.2	82.1
638	88.9	90.3	90.7	91.7	68.2	72.6	84.4	82.8	82	81.4	83.7	82.8	83.2	83.1	82.1
639	88.8	90.2	90.7	91.7	67.5	72.6	84.3	82.8	82	81.5	83.7	82.8	83.3	83.1	82.2
640	88.8	90.2	90.7	91.6	66.8	72.6	84.3	82.7	82	81.4	83.6	82.8	83.3	83.1	82.3
641	88.8	90.2	90.7	91.7	66	72.5	84.3	82.7	82.1	81.3	83.5	82.8	83.4	83.1	82.4
642	88.9	90.3	90.7	91.7	65.1	72.6	84.4	82.8	82	81.3	83.6	82.8	83.5	83.1	82.4
643	88.9	90.2	90.7	91.7	64.2	72.6	84.3	82.8	82.1	81.3	83.6	82.8	83.6	83	82.4
644	89	90.2	90.7	91.7	63.1	72.6	84.3	82.8	82.1	81.2	83.5	82.8	83.6	83	82.4
645	89.1	90.3	90.7	91.7	62	72.7	84.4	82.7	82.1	81.2	83.6	82.7	83.6	83.1	82.5
646	89.3	90.3	90.6	91.7	60.7	72.7	84.3	82.7	82.1	81.3	83.7	82.7	83.5	83.1	82.4
647	89.5	90.2	90.7	91.7	59.3	72.7	84.3	82.7	82.1	81.4	83.6	82.6	83.4	83.1	82.3
648	89.7	90.2	90.7	91.8	57.9	72.8	84.3	82.8	82.1	81.4	83.6	82.5	83.3	83.2	82.2
649	90	90.3	90.7	91.7	56.5	72.8	84.3	82.9	82.1	81.5	83.5	82.5	83.2	83.2	82.2
650	90.1	90.3	90.7	91.5	55	72.8	84.2	82.8	82.1	81.5	83.5	82.4	83.1	83.1	82.1
651	90.3	90.3	90.7	91.6	53.4	72.9	84.3	82.8	82.1	81.5	83.6	82.2	83.1	83.1	81.9
652	90.4	90.3	90.8	91.6	51.9	72.9	84.3	82.8	82.2	81.7	83.6	82.1	83	83.2	81.8
653	90.6	90.2	90.7	91.6	50.4	72.9	84.3	82.8	82.1	81.7	83.6	82	82.8	83.1	81.7
654	90.8	90.2	90.7	91.5	49.1	72.8	84.3	82.8	82.1	81.7	83.5	81.9	82.7	83.1	81.6
655	90.9	90.2	90.7	91.5	47.9	72.9	84.3	82.8	82.1	81.8	83.5	81.9	82.7	83.1	81.5
656	91	90.1	90.7	91.6	46.7	73	84.3	82.8	82.1	81.8	83.5	81.8	82.5	83.1	81.4
657	91.1	90.2	90.6	91.6	45.8	73	84.2	82.8	82	81.9	83.5	81.7	82.3	83.1	81.2
658	91.2	90.2	90.7	91.7	44.9	72.9	84.1	82.8	82.1	81.9	83.5	81.7	82.3	83.1	81.3
659	91.2	90.2	90.8	91.7	44.2	73	84.1	82.9	82.2	82	83.6	81.6	82.4	83.2	81.3
660	91.2	90.1	90.8	91.6	43.6	73	84	82.9	82.2	82.1	83.6	81.6	82.4	83.1	81.4
661	91	90.1	90.8	91.5	43.1	73	84.1	82.8	82.1	82.1	83.6	81.6	82.4	83.1	81.4
662	90.9	90.2	90.8	91.6	42.9	73	84.2	82.9	82.2	82.2	83.5	81.7	82.4	83.1	81.3
