Wavelength,Transmittance,StdDev
190,0.0100000109795873,0.00339415127698717
191,0.0100331582900771,0.00444372189603027
192,0.0100000109795873,0.00641152709154015
193,0.0100000219591867,0.00702593102586378
194,0.0100000219591867,0.00496930463195081
195,0.0100000219591867,0.0103536340388988
196,0.0100000219591867,0.0215402609741211
197,0.0100000219591867,0.0285685253660142
198,0.0100000219591867,0.0256366712588353
199,0.0100000219591867,0.0454975550290906
200,0.0100000219591867,0.0231702044387696
201,0.0100000219591867,0.0447900453541448
202,0.0100000219591867,0.0269078185001981
203,0.0100000219591867,0.00857666272554971
204,0.0100000219591867,0.00748463949327149
205,0.0100000219591867,0.0220208990689591
206,0.0100000219591867,0.0394455426301549
207,0.0100000219591867,0.0419903153041563
208,0.0100000219591867,0.0299952511460777
209,0.0100000219591867,0.0195464214445926
210,0.0100000219591867,0.0136728124460427
211,0.0100000219591867,0.017310134435202
212,0.0100000219591867,0.0153191818091992
213,0.0100000219591867,0.0268156588833334
214,0.0100000219591867,0.0126490201331044
215,0.0100000109795873,0.0119386302810673
216,0.0100072601374591,0.024351997302587
217,0.0100000109795873,0.016720063900675
218,0.0101297457519857,0.00703568963396632
219,0.0101606899378799,0.00604522912680432
220,0.0100000109795873,0.00673896287296938
221,0.0100085237857896,0.00579677687116211
222,0.0100000109795873,0.0137832930304554
223,0.0100000219591867,0.0281669832976833
224,0.0100000219591867,0.0139397228162176
225,0.0100000219591867,0.0134644282188515
226,0.0100000219591867,0.0289108239335633
227,0.0100000219591867,0.0405522968346731
228,0.0100000219591867,0.0306262148645788
229,0.0100000219591867,0.0148051646057993
230,0.0100000219591867,0.0068615070408781
231,0.0100000219591867,0.0119257612986971
232,0.0100000219591867,0.00914545765245724
233,0.0100000219591867,0.00723916988526695
234,0.0100000219591867,0.0143878151028754
235,0.0100000219591867,0.0180186429202363
236,0.0100000219591867,0.0113314546177509
237,0.0100000219591867,0.0173963814476519
238,0.0100000109795873,0.0123129181779987
239,0.0100090183003097,0.0181307671283437
240,0.0100000109795873,0.00869608822421369
241,0.0110097538858675,0.00604905847685183
242,0.0100000109795873,0.00436811577380233
243,0.0100116891009622,0.00413151304363834
244,0.0100000109795873,0.00557685139888006
245,0.0100000219591867,0.0156493835370188
246,0.0100000219591867,0.0300679852987714
247,0.0100000219591867,0.0182111271008775
248,0.0100000219591867,0.00673521768506792
249,0.0100000219591867,0.00880932395351016
250,0.0100000219591867,0.0189042756155389
251,0.0100000219591867,0.0183161091106667
252,0.0100000219591867,0.0222649580298762
253,0.0100000219591867,0.0150716139674754
254,0.0100000219591867,0.0114793480342976
255,0.0100000219591867,0.0194946164051669
256,0.0100000219591867,0.0120724053822032
257,0.0100000219591867,0.0133739971681832
258,0.0100000219591867,0.010707980475094
259,0.0100000219591867,0.012865269205166
260,0.0100000219591867,0.0209774249266626
261,0.0100000219591867,0.0240535003248604
262,0.0100000219591867,0.0406646578752375
263,0.0100000219591867,0.0245363432266581
264,0.0100000219591867,0.0185500374370318
265,0.0100000219591867,0.0164734325395319
266,0.0100000219591867,0.00990905760272153
267,0.0100000219591867,0.00849158244081893
268,0.0100000109795873,0.0146256487204361
269,0.0100617192569924,0.0272667539864106
270,0.0100000109795873,0.0178127098960215
271,0.011960011833261,0.0117114943905534
272,0.0102645102787163,0.017111574438589
273,0.0100000109795873,0.0111211970863726
274,0.0100123706539187,0.0119577953023288
275,0.0100000109795873,0.0120944862000031
276,0.0100000219591867,0.0244319299696865
277,0.0100000219591867,0.0114957218337287
278,0.0100000219591867,0.0133136723837028
279,0.0100000219591867,0.0147559033204068
280,0.0100000219591867,0.0190568659806028
281,0.0100000109795873,0.0163496840167825
282,0.0100180337342058,0.00804037154480951
283,0.0100000109795873,0.00428183678435084
284,0.0103716117829843,0.00299392273492356
285,0.0115252099546511,0.00675423558199609
286,0.0100000109795873,0.00969507630162544
287,0.0100575000555066,0.00852552537686269
288,0.0100000109795873,0.00779762531481678
289,0.0100000219591867,0.0151681927098075
290,0.0100000219591867,0.0287396212691289
291,0.0100000219591867,0.0192284501221233
292,0.0100000109795873,0.0106220616032813
293,0.0100000109795873,0.00632050447314368
294,0.0101016016806586,0.00850729448414681
295,0.0100000109795873,0.00537857668205369
296,0.0150492064279745,0.00445313293539575
297,0.0124775939316599,0.00359758194223825
298,0.0100000109795873,0.00695198472748434
299,0.0101154640120452,0.0157111534443653
300,0.0100000109795873,0.0208202365876487
301,0.0100000219591867,0.021219379118135
302,0.0100000219591867,0.00940817064630547
303,0.0100000219591867,0.00302471164765997
304,0.0100000219591867,0.00485306857267029
305,0.0100000219591867,0.0124332393246582
306,0.0100000219591867,0.0255589238612211
307,0.0100000219591867,0.015142569842663
308,0.0100000219591867,0.0106222636716685
309,0.0100000109795873,0.0068938472177592
310,0.0102277795964641,0.00453657095672914
311,0.0136406256228062,0.0112340317706584
312,0.0100000109795873,0.0153579313904437
313,0.010091369747869,0.0201350413081367
314,0.0100000109795873,0.0160699469958932
315,0.0100000219591867,0.0160503188912341
316,0.0100000219591867,0.0165048329636226
317,0.0100000219591867,0.0110703535927995
318,0.0100000109795873,0.00922252539452184
319,0.0100046564262597,0.0099935794940945
320,0.0100000109795873,0.00632993723197868
321,0.0100897632900349,0.00670123021712981
322,0.0100865732907742,0.0132577296837687
323,0.0100000109795873,0.0121275518384919
324,0.0100045026417272,0.00938309083527
325,0.0100000109795873,0.0150546794792487
326,0.0100000219591867,0.00887588286402055
327,0.0100000219591867,0.0105362334472963
328,0.0100000219591867,0.0130906182743953
329,0.0100000219591867,0.0186626513535912
330,0.0100000219591867,0.00919222199552535
331,0.0100000219591867,0.0100309767532926
332,0.0100000219591867,0.0189286530638224
333,0.0100000219591867,0.0101268961750332
334,0.0100000219591867,0.0101977478966427
335,0.0100000219591867,0.012680958927845
336,0.0100000219591867,0.00909645209549672
337,0.0100000219591867,0.0116855735609942
338,0.0100000219591867,0.0191077409080059
339,0.0100000219591867,0.0113023237176038
340,0.0100000219591867,0.00668926661908602
341,0.0100000219591867,0.0128350497887411
342,0.0100000109795873,0.0234512923288395
343,0.0100204318863896,0.0125851152405879
344,0.0100000109795873,0.00602059538072287
345,0.0104156611789656,0.00591671943379011
346,0.0103722153431068,0.00804253193576419
347,0.0100000109795873,0.00649505055973606
348,0.0100183747208387,0.00746337138282464
349,0.0100000109795873,0.015286652252365
350,0.0100000219591867,0.0100806557694715
351,0.0100000219591867,0.0108970794855846
352,0.0100000219591867,0.00742440760950039
353,0.0100000109795873,0.0123106183253444
354,0.0100971994592905,0.011265948135638
355,0.0100000109795873,0.00860748986121923
356,0.0192954640151637,0.02849434472744
357,0.0100000109795873,0.00820398416168642
358,0.0109484443944164,0.00474065129948267
359,0.0201819936666885,0.0152894912022259
360,0.0105454493518384,0.00542134533430199
361,0.0175738858711477,0.00834341457377503
362,0.0143902921359067,0.00936714735028566
363,0.0102418713061731,0.0078415912878445
364,0.0105775821259562,0.0118669472781577
365,0.0100000109795873,0.0103637755809876
366,0.0125648093377764,0.00693494390009932
367,0.0133886895487748,0.00699432978939092
368,0.0100000109795873,0.00504343121581424
369,0.0135364125527099,0.00665421634411679
370,0.0126310367632504,0.00908609843676556
371,0.0100000109795873,0.0108587661875625
372,0.0144665226387156,0.0107878957446403
373,0.0113186062885709,0.0144799351978408
374,0.0100000109795873,0.0134905250249109
375,0.0101370889565389,0.0100189811360592
376,0.0100000109795873,0.00616089250857727
377,0.0140478605529828,0.0114977852188824
378,0.010053315737572,0.0118772899020552
379,0.0101468436138063,0.00537440735127229
380,0.0122139161642315,0.00282109348686377
381,0.0142303911879811,0.00125020426233341
382,0.414225293396755,0.0112774282738669
383,0.269766979068348,0.00641184092509289
384,0.310633334266909,0.0058234533503378
385,0.291179582628408,0.00522737286669102
386,0.28838069404386,0.00643640084498467
387,0.278849710082718,0.00667424863899953
388,0.259061878921078,0.00641063603741071
389,0.263928843382888,0.0055771673495351
390,0.267022590060953,0.010210652466359
391,0.267950940909784,0.00969282858450862
392,0.257895751149103,0.00528645468735994
393,0.231550879430479,0.00580778509351356
394,0.241233284036296,0.00518842681978224
395,0.234054788958351,0.00556166937432077
396,0.226071172033157,0.00620436181605835
397,0.224875458778389,0.00347676516337808
398,0.216852758656063,0.00466136320308451
399,0.220170018398419,0.00404647982259378
400,0.235730890216318,0.00406742260872483
401,0.23557461316156,0.0028735756331018
402,0.226339156541679,0.00354742530535068
403,0.22455693172625,0.00450397953134046
404,0.244900911887672,0.00451585163589164
405,0.236963509239849,0.00317895278543593
406,0.221466633404591,0.00255169685283264
407,0.224926326721586,0.00328205172067312
408,0.234096937859876,0.00560077551099251
409,0.219469130781749,0.0060430421366915
410,0.221368418108297,0.00518188919248412
411,0.251058281297003,0.0056323165661822
412,0.222985495836823,0.00530724955492192
413,0.207594308563534,0.00411264339525334
414,0.217229275642343,0.00508114779138951
415,0.225965952653585,0.00498766094728065
416,0.234181772677984,0.00538484273430616
417,0.228448845240482,0.00377138314236608
418,0.225609216979633,0.00188348876163755
419,0.2398467478257,0.00274919600254298
420,0.222417971769875,0.00526561213233453
421,0.216868711624573,0.00675920691725051
422,0.192144723930414,0.00501470771591905
423,0.195505148755322,0.00566032849884249
424,0.205822916878744,0.00660604634791258
425,0.207844954670304,0.00744832672015784
426,0.221223362860802,0.00677457561235624
427,0.221917182259111,0.00494601778316375
428,0.208937724684284,0.00399434359430087
429,0.202944747317504,0.00372564319403072
430,0.209787558137668,0.00601559628951069
431,0.197881120881502,0.00852781848520514
432,0.205502268282939,0.00816776190214809
433,0.224255105965432,0.00663959400353476
434,0.194665503611636,0.0091034420170311
435,0.216894905610547,0.00608879775421311
436,0.209249029375935,0.00668050511074993
437,0.187975297348778,0.00652043360804677
438,0.188198123051061,0.00371127269742177
439,0.196242593114494,0.00641379973326958
440,0.195198216535379,0.00800796145531899
441,0.191845173758841,0.00635300472643104
442,0.191816318527394,0.00549551781697926
443,0.18723746378659,0.00453580569945491
444,0.183955918092858,0.00626558602576587
445,0.173640760791229,0.00696138412681528
446,0.163855254520735,0.0086815234907305
447,0.17619656152091,0.0068711156794218
448,0.17244702725015,0.0034705837359997
449,0.162624662773652,0.00524173463076585
450,0.163457246436798,0.0075875984958863
451,0.149330021992951,0.00709547038170861
452,0.171317168586946,0.00631268380923735
453,0.15477628494191,0.00915965315878921
454,0.175694870726291,0.00979245495407732
455,0.157071493773315,0.00754331915026254
456,0.157408492642233,0.00714632267032337
457,0.144633621404035,0.00392435249851475
458,0.139208206065618,0.00535900111881976
459,0.137633403718089,0.00689396905787875
460,0.147271259161565,0.00552024648577958
461,0.143828680806375,0.00336455910149554
462,0.13205887504692,0.00374117592485542
463,0.150491403345253,0.00367618348314917
464,0.111522334189663,0.00326100446201233
465,0.126313141332865,0.0041014904606856
466,0.0948696012522531,0.00206822465093407
467,0.11467197754799,0.00422013612413053
468,0.111761729472429,0.00722378117986097
469,0.10940441379086,0.00801937625151673
470,0.106541134912308,0.00846309992000546
471,0.0971834293921465,0.00831790669699479
472,0.108898673753573,0.00818078050940579
473,0.0979927106911301,0.00749548331558569
474,0.0796347356742236,0.00387344771472574
475,0.0780917768715304,0.00495337071986613
476,0.0707310087335043,0.00596505908557934
477,0.0732040875454575,0.00466463092175349
478,0.0743811385762336,0.00593032618061274
479,0.0515961619570838,0.00582546126488659
480,0.0453191700763271,0.00642964434432669
481,0.0377480292842593,0.0046067934842238
482,0.0566296205447137,0.00985351571021912
483,0.0433920019174738,0.00502839324794627
484,0.0546068330574104,0.0111040047047009
485,0.0291502341695673,0.0110798964228283
486,0.0143572608330333,0.00317074233514544
487,0.0256211103025635,0.00464769318232823
488,0.0220377768832532,0.00549094796850101
489,0.0170162200969593,0.00343723216078273
490,0.0255773759811772,0.0024445037203317
491,0.0160082652815111,0.00189866490992329
492,0.0178782128837947,0.00407205388896789
493,0.0146776166452042,0.00430298849576397
494,0.0144009452355923,0.00378733660753983
495,0.0107012777096631,0.00894240830141479
496,0.0105140837233122,0.0151784880542196
497,0.0100327507068099,0.00901693429610403
498,0.0105374979477689,0.0129660634396526
499,0.0100000109795873,0.0144953563807867
500,0.0123480808505952,0.00848408325138776
501,0.0187671532047225,0.00612135151887483
502,0.0115718461968371,0.00565816345210663
503,0.0132206998068719,0.00485810019215713
504,0.0207668626997432,0.00357939015240439
505,0.0359098778812217,0.00519160646098779
506,0.0354820167820609,0.0089904853932267
507,0.0272305372277508,0.00906406186356636
508,0.058308876374442,0.00408241651169042
509,0.0526049267973892,0.00301156664531911
510,0.0408928713196986,0.00408962364209308
511,0.0421107509643952,0.00475345064227589
512,0.0500094245236817,0.00512336282064464
513,0.0609110522579134,0.00360243561503048
514,0.0630708967941326,0.00352555906669592
515,0.0617567879943538,0.00419786994310294
516,0.0628680465367281,0.00377625842516686
517,0.0652461201181212,0.0055636436287048
518,0.0696206624839452,0.00695746734517236
519,0.074392736247697,0.0066714714898038
520,0.078990767227094,0.00521810949122942
521,0.0914907407517393,0.00381706759157928
522,0.0775810629894298,0.00453853479567641
523,0.0882195314551335,0.00287404235385282
524,0.0965204061296941,0.00150585073317475
525,0.115105404287436,0.00250979662185809
526,0.129916594254045,0.00374103644096613
527,0.156660031666022,0.00292922586596294
528,0.19292011069459,0.0040239347308023
529,0.24729002380753,0.00381461588773812
530,0.326672422051925,0.00429793067774607
531,0.430970057540129,0.00464974880108407
532,0.587809451147955,0.00398641117761827
533,0.807399134864601,0.00307086022979909
534,1.11248145955918,0.00391501223930095
535,1.51479090129989,0.00362796509247412
536,2.04732725168136,0.00243309890381195
537,2.74507244341562,0.0024209853091537
538,3.63178877988209,0.00297863463622411
539,4.72795742705674,0.00295256294153159
540,6.03653808247376,0.0029907469969597
541,7.57882633280008,0.00347321568982589
542,9.34731573363368,0.0047394884320957
543,11.3994852890607,0.00502532689005924
544,13.6338278337365,0.00290683469029244
545,16.0414839525871,0.00287079101827214
546,18.6522185485674,0.00359866033167758
547,21.4419136237622,0.00394100181911925
548,24.254260421767,0.00615001102594808
549,27.1280906255673,0.00415056534601279
550,30.0963092540733,0.00448237236651032
551,33.01625266203,0.00675076676369287
552,35.9125984847047,0.00544098446927567
553,38.7538639306557,0.00481803785807249
554,41.4710396192621,0.00473898166102837
555,44.1561701181351,0.00469721659496188
556,46.6648780473189,0.00552744487933762
557,49.0724095577632,0.0061752526812203
558,51.3956136643034,0.00567060659765093
559,53.5462142304171,0.0050091946233419
560,55.6472034967218,0.00579178365564148
561,57.5707558007117,0.00537566172398797
562,59.3921879207331,0.00488945580238526
563,61.1014157737813,0.00535907620683173
564,62.7325557101766,0.00880072917801982
565,64.2325248286591,0.0101015290795522
566,65.682484151303,0.00572907410109269
567,67.0471393456943,0.00535950218132855
568,68.3167963789216,0.00591751465183741
569,69.5670218768666,0.00740429656126666
