4.027097355244E2,7.295954612678E-2
4.045232888156E2,7.473418115134E-2
4.065634603913E2,7.628493661086E-2
4.083091574800E2,7.748122083017E-2
4.104386018815E2,7.889071564080E-2
4.121478050446E2,7.977090038279E-2
4.139426503742E2,7.978644016919E-2
4.157032615968E2,7.980168355640E-2
4.174638728193E2,7.981692694361E-2
4.192244840419E2,7.983217033081E-2
4.209850952644E2,7.984741371802E-2
4.227457064869E2,7.986265710523E-2
4.244838266921E2,7.959001542136E-2
4.262898772510E2,7.795244574089E-2
4.283801197007E2,7.768285273447E-2
4.301407309232E2,7.769809612167E-2
4.321597385763E2,7.687028935184E-2
4.338932406473E2,7.552985555382E-2
4.358745458415E2,7.499295817901E-2
4.376055285000E2,7.350815089898E-2
4.401163592268E2,7.147948560069E-2
4.420661928873E2,6.973221520676E-2
4.441636379299E2,6.788055650271E-2
4.458615789495E2,6.622308638925E-2
4.477495869583E2,6.447903073477E-2
4.494581212271E2,6.292368227918E-2
4.513834838014E2,6.141347441752E-2
4.530815703039E2,5.988035709130E-2
4.555063248476E2,5.782666065886E-2
4.579069244855E2,5.573704055507E-2
4.601715631563E2,5.387585531141E-2
4.622830686068E2,5.207862608538E-2
4.640602353026E2,5.114742603767E-2
4.664382643111E2,4.928789785798E-2
4.686857540459E2,4.882623265168E-2
4.705005933194E2,4.735767795046E-2
4.724018024868E2,4.686377247704E-2
4.741624137094E2,4.687901586425E-2
4.760635233473E2,4.687015083376E-2
4.783694517995E2,4.586771504005E-2
4.805010642668E2,4.474013046102E-2
4.822616826347E2,4.472055223558E-2
4.840222938572E2,4.473579562279E-2
4.857829050797E2,4.475103901000E-2
4.875435163023E2,4.476628239720E-2
4.893041275248E2,4.478152578441E-2
4.910647387474E2,4.479676917162E-2
4.928565240248E2,4.507486007623E-2
4.945781105337E2,4.655934439159E-2
4.963118810063E2,4.707078614388E-2
4.980774285919E2,4.720965755863E-2
4.998765472204E2,4.880347925672E-2
5.019503201372E2,4.945151637296E-2
5.037504396326E2,5.093448015264E-2
5.058188161461E2,5.215318824506E-2
5.075530779861E2,5.364114525687E-2
5.093738217151E2,5.477382913760E-2
5.111930455514E2,5.609118370318E-2
5.133327207815E2,5.784755680216E-2
5.153589852685E2,5.928282307377E-2
5.171185951622E2,6.056673919087E-2
5.188797504120E2,6.154189305801E-2
