Wavelength (nm);Transmittance(%);Std.Dev.
190;0.0183431731002568;0.00350834230766654
191;0.0111563361430445;0.00234130970747789
192;0.0109778509562513;0.0025008715378122
193;0.0147423819035316;0.00478555428307347
194;0.0138804365674668;0.00307828138280767
195;0.0165154806041869;0.00298826047459573
196;0.0100577319551735;0.0022150983394157
197;0.0172852500636008;0.00287891734185987
198;0.0146966290149253;0.00223557031640751
199;0.0100256592063457;0.00340673762608485
200;0.0100000219591867;0.00428373046398935
201;0.0100000109795873;0.00417287302344386
202;0.0100000219591867;0.00508884841141553
203;0.0100000219591867;0.00320781683937088
204;0.0100000219591867;0.00689957333469409
205;0.0100000219591867;0.0121711806476694
206;0.0100000219591867;0.0065262777625048
207;0.0100000219591867;0.012956441174846
208;0.0100000219591867;0.0238270887279817
209;0.0100000219591867;0.0112306967040561
210;0.0100000109795873;0.00392182919633695
211;0.0100316602275948;0.00374071734283871
212;0.0100000109795873;0.00315665026104258
213;0.0105872143013083;0.00207486533068236
214;0.011252994347989;0.00241123042070699
215;0.0101041418700667;0.00271600948250713
216;0.012459276955671;0.00335720785714934
217;0.0115924599931861;0.00513936876661669
218;0.0100000109795873;0.00348115248278861
219;0.010292012052061;0.00213717268073424
220;0.0103549651042307;0.00156018267614056
221;0.0116639309556353;0.00210835699466412
222;0.0149835867808151;0.00346360152245371
223;0.0114781819308335;0.00352616664729126
224;0.0126443573978085;0.00317144798860712
225;0.0120874319359419;0.00855665712642181
226;0.0100000109795873;0.0125430313378526
227;0.0100942509334791;0.00633322205832514
228;0.0100266279355014;0.00196920172228988
229;0.0100202778593679;0.00231759919029957
230;0.0100043378752085;0.00191443594086743
231;0.0101066826982411;0.00203458635018946
232;0.0113933039837125;0.00826178206435223
233;0.0102494083258159;0.0154185680319276
234;0.0100000109795873;0.00758622116101123
235;0.0100130742411208;0.00394806725474709
236;0.0100000109795873;0.00294620805444288
237;0.0100152292845081;0.00249331746595581
238;0.0100000109795873;0.00445839741728516
239;0.0120906573392865;0.00281207623772061
240;0.0175018690739205;0.00253702571691153
241;0.0120459502294525;0.00223346585341253
242;0.0129806805574277;0.00173957048805658
243;0.0185482490023053;0.00217496964381669
244;0.0203742687856608;0.0027803445768636
245;0.021758398878611;0.00267718035712376
246;0.0263263183747169;0.00472072618044012
247;0.0231004415494606;0.00312777094565366
248;0.019553370015017;0.00247225081781189
249;0.026207987094914;0.00232346444325026
250;0.0239849117912595;0.00178763395989299
251;0.0271113265666126;0.00280653462047597
252;0.0278136645855173;0.00332541958803332
253;0.0323833027669975;0.00297122704809276
254;0.034100564926999;0.00234597013955092
255;0.0325564571691319;0.00242889950654464
256;0.0295377199361359;0.00217440003577995
257;0.0327624288653028;0.00272934155624129
258;0.0349556666874109;0.00427152967621766
259;0.0258562601164442;0.00212303715258077
260;0.0300359974874235;0.00191845895052696
261;0.0413058553241992;0.0024498765778254
262;0.042564392580063;0.00192142357175362
263;0.0467795313097293;0.00258698074923567
264;0.0407126423444705;0.0023404478433774
265;0.0489890750067881;0.00287902338892786
266;0.0683275985262713;0.00284647436627124
267;0.0849122476479483;0.00274583515638858
268;0.121865896272155;0.00300984900002267
269;0.183566920437579;0.00240692238705985
270;0.272442339505884;0.00247214122003701
271;0.409896074767226;0.0027769253829909
272;0.626077358694951;0.00302256919983095
273;0.930047020313493;0.0039881199009549
274;1.34015289937658;0.00326890548880486
275;1.9177125407646;0.00296884800544033
276;2.64489588412799;0.00319013551701059
277;3.5857280669286;0.00435645571336851
278;4.74220245582145;0.00398769645737295
279;6.13423958980918;0.00381834227210805
280;7.74800192867081;0.00424831546974691
281;9.63154557266341;0.00291786626619368
282;11.7225394193117;0.00331028846301031
283;14.0571179795691;0.00410698610430281
284;16.5872080721897;0.00381184985194313
285;19.2445375714343;0.00378551943956178
286;22.1783942564973;0.00374038810137429
287;25.1666000205671;0.00443041564676606
288;28.234301878178;0.00427924655925026
289;31.3868672514943;0.00522952039083259
290;34.5576481082332;0.00519304435857295
291;37.72317002005;0.00601623645374625
292;40.8726270364472;0.00492057351807559
293;43.9624757612301;0.00805224020968974
294;46.9823358043112;0.00999198559478378
295;49.9289389511976;0.00951689616466926
296;52.7591352305076;0.00706297738706091
297;55.4837007274434;0.00714881304239207
298;58.0989471716352;0.00805021349022361
299;60.6255534003729;0.00886280853430728
300;62.9545271197583;0.00805731819607458
301;65.1348903490044;0.00858497413417957
302;67.1937194804348;0.00751047988963129
303;69.0977948290151;0.0110928632976978
304;70.8844752033325;0.00889099740806985
305;72.5928298050168;0.00820737215403427
306;74.1419120252702;0.00791992996888595
307;75.5785261326561;0.00899408370380324
308;76.8957619723272;0.00810160079992031
309;78.1205055576369;0.0137105468115105
310;79.2350247979576;0.00982928421460892
311;80.2879208201854;0.00931253865365433
312;81.2228939390577;0.00919023247311128
313;82.093277400209;0.00819832038428953
314;82.8844850707069;0.00935148756569182
315;83.6147115260662;0.00728234853003478
316;84.27499921965;0.00945011515432222
317;84.9008743383721;0.00792459306219965
318;85.4266583109905;0.00759724168399502
319;85.9164470688744;0.00814899893468044
320;86.3895022684696;0.00984886864343134
321;86.7903255269213;0.0102530981245251
322;87.1734808891604;0.00772284537076572
323;87.5358349878148;0.00819819046183611
324;87.8229067371708;0.00949929460424504
325;88.1055025405864;0.00781005907896553
326;88.3745487940789;0.00877250580787229
327;88.6247585821709;0.013127694748663
328;88.815781758092;0.0101926390618153
329;89.0235384396093;0.0113138552688235
330;89.1790873227109;0.0108081822507562
331;89.370127803716;0.00989308750006727
